Date,Open,High,Low,Close,Adj Close,Volume
2023-11-10,460500.000000,461000.000000,450500.000000,457500.000000,454235.468750,192219
2023-11-13,460000.000000,466500.000000,452000.000000,453500.000000,450264.031250,180132
2023-11-14,464000.000000,473000.000000,460000.000000,465000.000000,461681.968750,196531
2023-11-15,483500.000000,486000.000000,474500.000000,480000.000000,476574.937500,261064
2023-11-16,477000.000000,483500.000000,473500.000000,480000.000000,476574.937500,141192
2023-11-17,478000.000000,489500.000000,476500.000000,484000.000000,480546.375000,195198
2023-11-20,481000.000000,503000.000000,481000.000000,493500.000000,489978.593750,236740
2023-11-21,502000.000000,505000.000000,493500.000000,501000.000000,497425.093750,173343
2023-11-22,496000.000000,508000.000000,495000.000000,504000.000000,500403.687500,137990
2023-11-23,505000.000000,527000.000000,505000.000000,519000.000000,515296.625000,339574
2023-11-24,527000.000000,537000.000000,513000.000000,514000.000000,510332.312500,269104
2023-11-27,519000.000000,520000.000000,504000.000000,506000.000000,502389.406250,159379
2023-11-28,509000.000000,517000.000000,502000.000000,504000.000000,500403.687500,195567
2023-11-29,507000.000000,511000.000000,495500.000000,504000.000000,500403.687500,326444
2023-11-30,499000.000000,506000.000000,498000.000000,501000.000000,497425.093750,287538
2023-12-01,499500.000000,501000.000000,485500.000000,486500.000000,483028.531250,299762
2023-12-04,485000.000000,491000.000000,471000.000000,473000.000000,469624.875000,338110
2023-12-05,469000.000000,476500.000000,465500.000000,471000.000000,467639.156250,218525
2023-12-06,471500.000000,477500.000000,467000.000000,471000.000000,467639.156250,206370
2023-12-07,471000.000000,477000.000000,466000.000000,468500.000000,465157.000000,173904
2023-12-08,475000.000000,483000.000000,473000.000000,478500.000000,475085.625000,153815
2023-12-11,477500.000000,480000.000000,471000.000000,475500.000000,472107.031250,194422
2023-12-12,476500.000000,481500.000000,470000.000000,472000.000000,468632.000000,188152
2023-12-13,467500.000000,469000.000000,458500.000000,460000.000000,456717.625000,207659
2023-12-14,469000.000000,471000.000000,459500.000000,464000.000000,460689.093750,375683
2023-12-15,469500.000000,496500.000000,469000.000000,493000.000000,489482.156250,615510
2023-12-18,495000.000000,498500.000000,489000.000000,498000.000000,494446.500000,289001
2023-12-19,497000.000000,502000.000000,489000.000000,502000.000000,498417.937500,204428
2023-12-20,502000.000000,507000.000000,501000.000000,504000.000000,500403.687500,197344
2023-12-21,501000.000000,504000.000000,493500.000000,495000.000000,491467.906250,206883
2023-12-22,498000.000000,499000.000000,490000.000000,490000.000000,486503.562500,140767
2023-12-26,494500.000000,499500.000000,485500.000000,490500.000000,487000.000000,160900
2023-12-27,490500.000000,493000.000000,483000.000000,486000.000000,486000.000000,202496
2023-12-28,488000.000000,499000.000000,483500.000000,499000.000000,499000.000000,199695
2024-01-02,494000.000000,496000.000000,488000.000000,493500.000000,493500.000000,160698
2024-01-03,490500.000000,490500.000000,480500.000000,480500.000000,480500.000000,168770
2024-01-04,476000.000000,486000.000000,475000.000000,481000.000000,481000.000000,147635
2024-01-05,482000.000000,491500.000000,479000.000000,482500.000000,482500.000000,131560
2024-01-08,490500.000000,490500.000000,478000.000000,479000.000000,479000.000000,122976
2024-01-09,486000.000000,486500.000000,471500.000000,471500.000000,471500.000000,146249
2024-01-10,472000.000000,473500.000000,463000.000000,464500.000000,464500.000000,146052
2024-01-11,458500.000000,466000.000000,458500.000000,459500.000000,459500.000000,243938
2024-01-12,461000.000000,462000.000000,445000.000000,449000.000000,449000.000000,357185
2024-01-15,445000.000000,447500.000000,438500.000000,438500.000000,438500.000000,63628
2024-01-16,433500.000000,438000.000000,430500.000000,432000.000000,432000.000000,241396
2024-01-17,427500.000000,431000.000000,408000.000000,408500.000000,408500.000000,627074
2024-01-18,403500.000000,416000.000000,403000.000000,412000.000000,412000.000000,308307
2024-01-19,415500.000000,417000.000000,400500.000000,404500.000000,404500.000000,287727
2024-01-22,404000.000000,408000.000000,384500.000000,387000.000000,387000.000000,474355
2024-01-23,383500.000000,393500.000000,383500.000000,391000.000000,391000.000000,285986
2024-01-24,390000.000000,409500.000000,389000.000000,400500.000000,400500.000000,288449
2024-01-25,398500.000000,407500.000000,393000.000000,404500.000000,404500.000000,197843
2024-01-26,402500.000000,424000.000000,401500.000000,416500.000000,416500.000000,312594
2024-01-29,421500.000000,430500.000000,419500.000000,425000.000000,425000.000000,245972
2024-01-30,425500.000000,445000.000000,425500.000000,426500.000000,426500.000000,287657
2024-01-31,425500.000000,441500.000000,423500.000000,434500.000000,434500.000000,245248
2024-02-01,426500.000000,433000.000000,417000.000000,430000.000000,430000.000000,312842
2024-02-02,451000.000000,468500.000000,433000.000000,461000.000000,461000.000000,679677
2024-02-05,465500.000000,477500.000000,456500.000000,467000.000000,467000.000000,487996
2024-02-06,454000.000000,470000.000000,453000.000000,462500.000000,462500.000000,311282
2024-02-07,464500.000000,474500.000000,456000.000000,463500.000000,463500.000000,363161
2024-02-08,489000.000000,489000.000000,470500.000000,470500.000000,470500.000000,768536
2024-02-13,473000.000000,475000.000000,469500.000000,471000.000000,471000.000000,379733
2024-02-14,460500.000000,463500.000000,449000.000000,461000.000000,461000.000000,323305
2024-02-15,468000.000000,488500.000000,468000.000000,484000.000000,484000.000000,423918
2024-02-16,489000.000000,515000.000000,488000.000000,504000.000000,504000.000000,587439
2024-02-19,508000.000000,520000.000000,504000.000000,508000.000000,508000.000000,358152
2024-02-20,507000.000000,513000.000000,491500.000000,506000.000000,506000.000000,295676
2024-02-21,503000.000000,504000.000000,491000.000000,500000.000000,500000.000000,293801
2024-02-22,495000.000000,502000.000000,481000.000000,481000.000000,481000.000000,451942
2024-02-23,478500.000000,482000.000000,467000.000000,472000.000000,472000.000000,512499
2024-02-26,470500.000000,475000.000000,459000.000000,472500.000000,472500.000000,376704
2024-02-27,488500.000000,494000.000000,465000.000000,466000.000000,466000.000000,359912
2024-02-28,469000.000000,472500.000000,463500.000000,464500.000000,464500.000000,186537
2024-02-29,459500.000000,465000.000000,454500.000000,459000.000000,459000.000000,116101
